Item Classification,Item Type,Item ID,Item ID,SOP# or item shortname convention,Course Title (include Site),Revision Number,"Revision Date
(dd/mmm/yyyy)",Course Description,Domain,Assignment Type,"Approval Date 
(dd/mmm/yyyy)",Item Category,Item Sub-type,Version,Initial Number,Initial Period,Initial Basis,Content Item Link,Content Item ID,Status Check - AB,
Online,Document (DOC),LSG-BED-100036682,LSG-BED-100036682,100036682,"100036682 PROC, POROS HE50 COATING 1KG (PPA MA Sites)",J,6-Nov-23,Batch record for POROS 50 micron HE coating 1KG (P/N 4333581),BED,Required (REQ),11/6/2023,LSG (LSG),Standard Operating Procedure,J,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100036682,LSG-BED-100036682-C01,Current,
Online,Document (DOC),LSG-BED-100036731,LSG-BED-100036731,100036731,"100036731 FILLING,LABELING & PKGING SAM (PPA MA Sites)",D2,26-Sep-22,"Batch record for filling, labeling and packaging of SAM solution",BED,Required (REQ),9/26/2022,LSG (LSG),Standard Operating Procedure,D2,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100036731,LSG-BED-100036731-C01,Current,
Online,Document (DOC),LSG-BED-100036732,LSG-BED-100036732,100036732,100036732 PACKAGING OF 4376486 & 4376487 - SAM/Xterm Kits (PPA MA Sites),G,5-May-25,Batch record for SAM and Xterminator kitting (P/N 4376486 &4376487),BED,Required (REQ),5/5/2025,LSG (LSG),Standard Operating Procedure,G,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100036732;pOrgId=300000001488573,LSG-BED-100036732-C01,updated,
Online,Document (DOC),LSG-BED-100037936,LSG-BED-100037936,100037936,100037936 AAV RESIN VIRAL VECTOR SPECIFICITY (PPA MA Sites),J,27-Jan-25,"This SOP details the procedure for determining the specificity of POROS AAV resins using a resin slurry for viral particle absorption, elution, and quantification by UV at 260nm.

This procedure is used by the Quality Control (QC) department to determine the viral particle specificity of AAV resins.",BED,Required (REQ),1/27/2025,LSG (LSG),Standard Operating Procedure,J,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100037936;pOrgId=300000001488573,LSG-BED-100037936-C01,Updated,
Online,Document (DOC),LSG-BED-100038017,LSG-BED-100038017,100038017,"100038017 FORM, VIRAL VECTOR RESIN SPECIFICITY (PPA MA Sites)",K,27-Jan-25,POROS AAVX RESIN VIRAL VECTOR SPECIFICITY ASSAY,BED,Required (REQ),1/27/2025,LSG (LSG),Standard Operating Procedure,K,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100038017;pOrgId=300000001488573,LSG-BED-100038017-C01,Updated,
Online,Document (DOC),LSG-BED-100038019,LSG-BED-100038019,100038019,100038019 FINISHED GOODS REPROCESSING (PPA MA Sites),C1,6-Jan-23,"The purpose of this procedure is to describe the steps necessary to return Finished Goods that have failed inspection or have been identified as NON-CONFORMING as per BED1013, and require reprocessing.",BED,Required (REQ),1/6/2023,LSG (LSG),Standard Operating Procedure,C1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100038019,LSG-BED-100038019-C01,Current,
Online,Document (DOC),LSG-BED-100038362,LSG-BED-100038362,100038362,"100038362 QCM, 4400898 SYSMEX FINAL (PPA MA Sites)",E,10-Feb-25,"This SOP details the qualifying assessment of the CDP-Star / Sapphire-II formulation (4400898) purchased by Sysmex using an alkaline phosphatase enzyme assay.

This procedure is to be used by qualified personnel whenever final QC testing of 4400898 formulation is required.",BED,Required (REQ),2/10/2025,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100038362;pOrgId=300000001488573,LSG-BED-100038362-C01,Updated,
Online,Document (DOC),LSG-BED-100038363,LSG-BED-100038363,100038363,"100038363 FORM, 4400898 SYSMEX FINAL (PPA MA Sites)",EO,10-Feb-25,"Includes plate layout, raw data, and analysis final tabs",BED,Required (REQ),2/10/2025,LSG (LSG),Standard Operating Procedure,EO,28,Days,Event,,LSG-BED-100038363-C01,OBSOLETED,
Online,Document (DOC),LSG-BED-100038476,LSG-BED-100038476,100038476,"100038476 PROC,NANODROP OPERATION & CALIBRATION (PPA MA Sites)",D,15-Sep-23,"This SOP details the procedure for operating and calibration the NanoDrop 2000C
Spectrophotometer.

This procedure is used by the Quality Control (QC) and Research and Development (R&D)
departments to measure absorbance of samples.",BED,Required (REQ),9/15/2023,LSG (LSG),Standard Operating Procedure,D,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100038476,LSG-BED-100038476-C01,Current,
Online,Document (DOC),LSG-BED-100038718,LSG-BED-100038718,100038718,"100038718 PROC, 15X G.A. BUFFER PREP (PPA MA Sites)",B,19-Nov-24,Batch record for Monarch 15X GA buffer P/N 100041175,BED,Required (REQ),11/19/2024,LSG (LSG),Standard Operating Procedure,B,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100038718;pOrgId=300000001488573,LSG-BED-100038718-C01,Current,
Online,Document (DOC),LSG-BED-100038719,LSG-BED-100038719,100038719,"100038719 PROC, LPA CONCENTRATION (PPA MA Sites)",F,4-Oct-23,Batch record for Monarch LPA Concentration P/N 100041174,BED,Required (REQ),10/4/2023,LSG (LSG),Standard Operating Procedure,F,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100038719,LSG-BED-100038719-C01,Current,
Online,Document (DOC),LSG-BED-100038720,LSG-BED-100038720,100038720,"100038720 PROC, BULK POP-1# POLYMER (PPA MA Sites)",E,4-Oct-23,Batch record for Monarch POP 1 Bulk,BED,Required (REQ),10/4/2023,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100038720,LSG-BED-100038720-C01,Current,
Online,Document (DOC),LSG-BED-100038721,LSG-BED-100038721,100038721,"100038721 CALC, POP-1 FORMULATION WRKSHT (PPA MA Sites)",B,22-Oct-25,Use worksheet for Monarch POP 1 formulation,BED,Required (REQ),10/22/2025,LSG (LSG),Standard Operating Procedure,B,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100038721;pOrgId=300000001488573,LSG-BED-100038721-C01,updated,
Online,Document (DOC),LSG-BED-100039280,LSG-BED-100039280,100039280,"100039280 SOP, JOB HAZARD ANALYSIS (PPA MA Sites)",B,5-May-25,The purpose of this analysis is to ensure occupational hazards are known and controlled; and to establish minimum requirements for conducting and documenting Job Hazard Analysis�,BED,Required (REQ),5/5/2025,LSG (LSG),Standard Operating Procedure,B,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100039280;pOrgId=300000001488573,LSG-BED-100039280-C01,Updated,
Online,Document (DOC),LSG-BED-100039954,LSG-BED-100039954,100039954,"100039954 PROC, POROS R6 100038683 (PPA MA Sites)",S,3-Oct-25,R6 Batch Record,BED,Required (REQ),10/3/2025,LSG (LSG),Standard Operating Procedure,S,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100039954;pOrgId=300000001488573,LSG-BED-100039954-C01,Updated,
Online,Document (DOC),LSG-BED-100040126,LSG-BED-100040126,100040126,"100040126 PROC, LOW PH IONIC CAPACITY AEX50 (PPA MA Sites)",D,29-Aug-22,"This SOP describes the test procedure for determining low pH ionic capacity of POROS HQ50, PI50 and D50 anion exchange resins.

The test should be run on all POROS HQ50, PI50 and D50 batches as a part of the QC test protocol to monitor batch consistency. These products can be generalized by referring to them as AEX50 and unless otherwise specified the term AEX50 refers to these 50 µm anion exchange products. This test is a run and record test.",BED,Required (REQ),8/29/2022,LSG (LSG),Standard Operating Procedure,D,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100040126,LSG-BED-100040126-C01,Current,
Online,Document (DOC),LSG-BED-100040127,LSG-BED-100040127,100040127,"100040127 PROC,HIGH PH IONIC CAPACITY HQ50 (PPA MA Sites)",E,2-Nov-23,"This SOP describes the test procedure for ionic capacity testing at pH 12 on batches of POROS HQ50 to assess the ionic capacity of quarternized amines.

The test should be run on all POROS HQ50 batches as a part of the QC test protocol to monitor batch consistency. This test is a run and record test.",BED,Required (REQ),11/2/2023,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100040127,LSG-BED-100040127-C01,Current,
Online,Document (DOC),LSG-BED-100040128,LSG-BED-100040128,100040128,"100040128 PROC,PROTEIN STAND SEPARATION AEX50 (PPA MA Sites)",F,5-Nov-25,"This SOP describes the test procedure for protein standard separation test on anion exchange batches of POROS HQ50, PI50 and D50 media.

The test should be run on all POROS HQ50, PI50 and D50 batches as a part of the QC test protocol to determine batch acceptability (using the appropriate specification sheets). These products can be generalized by referring to them as AEX50 and unless otherwise specified the term AEX50 refers to these 50 µm anion exchange products.",BED,Required (REQ),11/5/2025,LSG (LSG),Standard Operating Procedure,F,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100040128;pOrgId=300000001488573,LSG-BED-100040128-C01,Current,
Online,Document (DOC),LSG-BED-100040129,LSG-BED-100040129,100040129,"100040129 PROC,DYNAMIC BINDING CAPACITY AEX50 (PPA MA Sites)",E,29-Aug-22,"This SOP describes the test procedure for dynamic binding capacity on anion exchange batches of POROS HQ50, PI50 and D50 media.

The test should be run on all POROS HQ50, PI50 and D50 batches as a part of the QC test protocol to determine batch acceptability (using the appropriate specification sheets). These products can be generalized by referring to them as AEX50 and unless otherwise specified the term AEX50 refers to these 50 µm anion exchange products.",BED,Required (REQ),8/29/2022,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100040129,LSG-BED-100040129-C01,Current,
Online,Document (DOC),LSG-BED-100041092,LSG-BED-100041092,100041092,100041092 POROS OLIGO DT RESIN ACTIVITY ASSAY (PPA MA Sites),G,11-Jul-24,This procedure is used by the Quality Control (QC) department to determine the Oligo dA static binding capacity of POROS Oligo dT20 resins,BED,Required (REQ),7/11/2024,LSG (LSG),Standard Operating Procedure,G,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100041092;pOrgId=300000001488573,LSG-BED-100041092-C01,Current,
Online,Document (DOC),LSG-BED-100041093,LSG-BED-100041093,100041093,"100041093 FORM,POROS OLIGO DT RESIN ACTIVITY ASSAY (PPA MA Sites)",E,27-Jan-25,POROS Oligo dT Resin Activity Assay Form.  Refer to SOP #100041092 POROS Oligo dT Activity Assay for detailed instructions ,BED,Required (REQ),1/27/2025,LSG (LSG),Standard Operating Procedure,E,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100041093;pOrgId=300000001488573,LSG-BED-100041093-C01,Updated,
Online,Document (DOC),LSG-BED-100041504,LSG-BED-100041504,100041504,"100041504 UOP,SPECTRAMAX M2 MICROPLATE READER (PPA MA Sites)",E00,11-Jul-24,This SOP details the procedure for QC operating and validating the Molecular Device SPECTRAMAX Microplate Reader which is used by the Quality Control (QC) and Research and Development (R&D) departments to measure absorbance of samples in microplate format.,BED,Required (REQ),7/11/2024,LSG (LSG),Standard Operating Procedure,E00,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100041504;pOrgId=300000001488573,LSG-BED-100041504-C01,Current,
Online,Document (DOC),LSG-BED-100041816,LSG-BED-100041816,100041816,"100041816 PROC, PRINTING & VERIFYING LABELS (PPA MA Sites)",J,24-Apr-25,Procedure to be completed when printing and verifying labels.,BED,Required (REQ),4/24/2025,LSG (LSG),Standard Operating Procedure,J,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100041816;pOrgId=300000001488573,LSG-BED-100041816-C01,Updated,
Online,Document (DOC),LSG-BED-100041945,LSG-BED-100041945,100041945,100041945 MICROSCAN LVS-9580 BARCODE VERIFIER (PPA MA Sites),D,22-Oct-25,"The purpose of this procedure is to describe the set-up, operation and calibration of the Microscan LVS-9580 Barcode Verifier. The equipment is used to verify the print quality and information on 2-Dimensional barcodes used on CE-IVD packaging and RFID labels.",BED,Required (REQ),10/22/2025,LSG (LSG),Standard Operating Procedure,D,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100041945;pOrgId=300000001488573,LSG-BED-100041945-C01,updated,
Online,Document (DOC),LSG-BED-100041947,LSG-BED-100041947,100041947,"100041947 QCM, 3500 POP1 (100041173) (PPA MA Sites)",E1,15-Mar-23,"This document describes the finished product functional test method to test bulk 3500 POP1 Polymer. The test will be performed on four qualified 3500xl Genetic Analyzers equipped with 24-capillary, 36cm arrays. A minimum of 200 runs consisting of 180 sequencing, 15 fragment analysis, and five blank baseline runs will be performed. A single lot of each reagent is preferred however multiple lots could be
used if a single lot is not available.",BED,Required (REQ),3/15/2023,LSG (LSG),Standard Operating Procedure,E1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100041947,LSG-BED-100041947-C01,Current,
Online,Document (DOC),LSG-BED-100041996,LSG-BED-100041996,100041996,"100041996 FORM, POP1 CXO MACRO V0.8 (PPA MA Sites)",B,5-Nov-24,Form for testing,BED,Required (REQ),11/5/2024,LSG (LSG),Standard Operating Procedure,B,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100041996;pOrgId=300000001488573,LSG-BED-100041996-C01,Current,
Online,Document (DOC),LSG-BED-100041997,LSG-BED-100041997,100041997,"100041997 FORM, POP1 QCOUNT MACRO V0.8 (PPA MA Sites)",B,20-Dec-24,Testing form,BED,Required (REQ),12/20/2024,LSG (LSG),Standard Operating Procedure,B,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100041997;pOrgId=300000001488573,LSG-BED-100041997-C01,Updated,
Online,Document (DOC),LSG-BED-100042123,LSG-BED-100042123,100042123,"100042123 PROC,A31925 BOTTLING (PPA MA Sites)",C,19-Nov-24,Batch record for A31925 bottling procedure.,BED,Required (REQ),11/19/2024,LSG (LSG),Standard Operating Procedure,C,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100042123;pOrgId=300000001488573,LSG-BED-100042123-C01,Current,
Online,Document (DOC),LSG-BED-100042938,LSG-BED-100042938,100042938,"100042938 SOP, CDP-STAR W/EMERALD IIID (PPA MA Sites)",A2,29-Jun-23,"This SOP details the qualifying assessment of CDP-Star with Emerald IIID RTU substrate 4400904.
This procedure is to be used by qualified Product Test personnel whenever analysis of CDP-Star with Emerald IIID RTU substrate.",BED,Required (REQ),6/29/2023,LSG (LSG),Standard Operating Procedure,A2,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100042938,LSG-BED-100042938-C01,Current,
Online,Document (DOC),LSG-BED-100043012,LSG-BED-100043012,100043012,"100043012 UOP, ARTIC A25-SC100 CHILLER (PPA MA Sites)",A1,10-Jan-23,"The purpose of this document is to define the procedure required to operate and clean the
Thermo Scientific ARCTIC Series Refrigerated/Heated Immersion Bath Circulator/Chiller A25-
SC100 (Model No: 152-5258).",BED,Required (REQ),1/10/2023,LSG (LSG),Standard Operating Procedure,A1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100043012,LSG-BED-100043012-C01,Current,
Online,Document (DOC),LSG-BED-100043013,LSG-BED-100043013,100043013,"100043013 UOP, SVAC-4 VACUUM OVEN (PPA MA Sites)",A1,10-Jan-23,"The purpose of this document is to define the procedure required to operate the Sheldon Labs
Vacuum Oven Model SVAC-4.",BED,Required (REQ),1/10/2023,LSG (LSG),Standard Operating Procedure,A1,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100043013,LSG-BED-100043013-C01,Current,
Online,Document (DOC),LSG-BED-100043803,LSG-BED-100043803,100043803,"100043803 PROC, POROS HIC SEPARATION (PPA MA Sites)",E00,6-May-24,"This SOP describes the procedure for performing a standardized gradient elution protein separation assay on batches of POROS HIC resins (Bulk, POROS Ethyl, Bulk, POROS Benzyl, & Bulk, POROS Benzyl Ultra).

This procedure applies whenever the separations assay of a POROS HIC resin is being tested as a part of a QC test protocol to determine batch acceptability (using the appropriate specification sheets).",BED,Required (REQ),5/6/2024,LSG (LSG),Standard Operating Procedure,E00,28,Days,Event,https://egbp.fa.us6.oraclecloud.com/fscmUI/faces/deeplink?objType=PIM_ITEM&action=EDIT&objKey=pItemNumber=100043803;pOrgId=300000001488573,LSG-BED-100043803-C01,Current,
Online,Document (DOC),LSG-BED-100043804,LSG-BED-100043804,100043804,"100043804 PROC, POROS HIC DBC (PPA MA Sites)",G,12-Oct-23,"This SOP describes the batch test procedure for standard Dynamic Binding Capacity on POROS HIC resins (Bulk, POROS Ethyl, Bulk, POROS Benzyl, & Bulk, POROS Benzyl Ultra).

This procedure applies whenever the Dynamic Binding Capacity of a POROS Ethyl, Benzyl and Benzyl Ultra resins are being tested as a part of a QC test protocol to determine batch acceptability (using the appropriate specification sheets).",BED,Required (REQ),10/12/2023,LSG (LSG),Standard Operating Procedure,G,28,Days,Event,http://wmprd.thermofisher.com:5555/ABIWSLOTUS/index.dsp?I_MATNR=o:100043804,LSG-BED-100043804-C01,Current,
