Item,Title,Security Domain ID,Assignment Type,Method ID,Source ID,Active,Safety Related,Create Date,Revision Number,Approved,Approval Date,Duration,Credit Hours,CPE Hours,Contact Hours,Description,SKU,Production Ready,Process ID,Approval Required,Initial Period,Initial Number,Initial Basis,Retraining Period,Retraining Number,Retraining Basis,Rating,Course ID
DOC LSG-BED-4379630 (Rev H - 04/Mar/2025 07:00 PM America/Indianapolis),"4379630 SOP,EHS LABORATORY CHEMICAL SAFETY (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,H,No,4-Mar-25,,,,,This document details the procedure for ensuring that the Eastern US sites meet therequirements of (a) the Company Laboratory Safety GOP and (b) the Occupational Safety and Health Administration (OSHA) Chemical Hygiene Plan regulation; and that laboratory workers are appropriately informed of the hazards of the chemicals in their workplace and ways to work safely with them.This procedure applies to all Eastern U.S. sites with laboratoriesconducting work for research and development purposes. It addresses the health and safety issues posed by hazardous chemicals used in the sites laboratories. Health and safety issues posed by hazardous biological agents are addressed in the SOP: Controlling Exposure to Infectious Agents.,SKU-1675311,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4380057 (Rev D - 19/Nov/2024 10:00 AM America/Indianapolis),"4380057 UOP, OPR OF THE ACCRAPLY LABELER (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D,No,19-Nov-24,,,,,The purpose of this document is to define the procedure required to operate and clean the Accraply Labelers.This procedure covers all unit operations of the Accraply Labelers. This procedure applies whenever the labelers are used. This document should be utilized by qualified production personnel.,SKU-1675312,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4380058 (Rev D - 19/Nov/2024 10:00 AM America/Indianapolis),"4380058 UOP, AUTOBAGGING SYSTEM (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D,No,19-Nov-24,,,,,The purpose of this document is to define the procedure required to operate and clean the AutoBagger Bagging system.This procedure covers all unit operations of the AutoBagger Bagging system. This procedure applied whenever the filler is used. This document should be utilized by qualified productionpersonnel.,SKU-1675313,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4380059 (Rev G - 20/Oct/2025 07:00 PM America/Indianapolis),"4380059 UOP, ZEBRA PRINTERS (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,G,No,20-Oct-25,,,,,The purpose of this document is to define the procedure required to operate and clean the Zebra label printing systems.This procedure covers all unit operations of the Zebra Printing system. This procedure applies whenever the printer is used. This document should be utilized by qualified production personnel.,SKU-1675314,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4380201 (Rev J - 01/Oct/2024 11:00 AM America/Indianapolis),"4380201 FORM, PROTEIN CONCENTRATION POROS (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,J,No,1-Oct-24,,,,,"Refer to SOP's BED3084, BED3171, 4399009, 4467917, 100043804",SKU-1675315,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4383655 (Rev B - 19/Nov/2024 10:00 AM America/Indianapolis),"4383655 PROC, DARWIN CHAMBERS INCUBATOR (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,B,No,19-Nov-24,,,,,The purpose of this document is to define the procedure required to operate and clean the Darwin Chambers TE Series Incubator.This procedure covers all unit operations of the Incubator. This procedure applies whenever the Incubator is used. This document should be utilized by qualified production personnel.,SKU-1675316,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4383932 (Rev C - 23/Oct/2024 11:00 AM America/Indianapolis),"4383932 FORM, ETHANOL/WATER PERCENT ETHANOL (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,23-Oct-24,,,,,Testing form.,SKU-1675317,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4383934 (Rev C - 23/Oct/2024 11:00 AM America/Indianapolis),"4383934 FORM, ETHANOL/BUFFER C PERCENT ETHANOL (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,23-Oct-24,,,,,Testing form,SKU-1675318,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4384055 (Rev D2 - 09/Mar/2022 10:00 AM America/Indianapolis),"4384055 PROC, MATERIAL SCRAP 551/555 MOVEMENTS (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D2,No,9-Mar-22,,,,,To scrap unrestricted & blocked material from SAP storage locations. Using either the Scrap Movement 551 from unrestricted stock or Scrap Movement 555 from blocked stock. There must be written sign-off and approvals must be documented.- Scrap Movement 551 Unrestricted stock- Scrap Movement 555 Blocked stock,SKU-1675319,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4386186 (Rev D1 - 22/Jun/2023 11:00 AM America/Indianapolis),"4386186 PROC,SERVICE RED TAG RETURN RA RECEIPT (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D1,No,22-Jun-23,,,,,This procedure describes the process of receiving all DOA (Damaged On Arrival) Service Parts that are returned to stock. This process is also known as Red Tag Returns.This procedure applies to all Thermo Fisher Service Spare materials received by the AB Return Receiving Centers. It also outlines the materials handling procedures and general disposition guidelines for handling returned products.,SKU-1675320,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4386944 (Rev AL - 17/Dec/2025 07:00 PM America/Indianapolis),4386944 POROS 50 R5 POLYMERIZATION 300 GAL (PPA MA Sites),BED,REQ,,,Yes,No,7-Apr-25,AL,No,17-Dec-25,,,,,R550 Batch Record,SKU-1675321,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4386997 (Rev C - 30/Mar/2025 07:00 PM America/Indianapolis),"4386997 UOP, ULTRALOW COOLING BATH (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,C,No,30-Mar-25,,,,,"The purpose of this document is to define the procedure required to operate and clean the Themoelectron Fisher Ultralow cooling bath ULT-80, CH-CL1-04, located in Chemistry Lab 2.This procedure covers all unit operations of the cooling bath. This procedure applies whenever the cooling bath is used. This document should be utilized by qualified production personnel.",SKU-1675322,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4387293 (Rev B - 13/Feb/2025 07:00 PM America/Indianapolis),"4387293 FORM, B-GALACTOSIDASE STOCK ENZYME PREP (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,B,No,13-Feb-25,,,,,Prep worksheet,SKU-1675323,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4387295 (Rev K - 29/Jun/2023 11:00 AM America/Indianapolis),"4387295 SOP,CALIBRATION PROGRAM OPERATION (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,K,No,29-Jun-23,,,,,"This procedure applies to the inspection; measurement and test equipment used at the Bedford site manufacturing and development facilities.This document defines the procedure for ensuring that all inspection, measuring and test equipment performing quality or safety critical work is calibrated to national or international standards. In cases where no acceptable standard exists, independent or reproducible in house methods will be developed and used.",SKU-1675324,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4387296 (Rev G - 20/Oct/2023 11:00 AM America/Indianapolis),"4387296 UOP, SUPERMODULYO FREEZE DRYER (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,G,No,20-Oct-23,,,,,This procedure describes the operation of the Supermodulyo Freeze Dryers.This procedure applies to synthesis operations in Bedford.,SKU-1675325,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4387297 (Rev F - 20/Jan/2025 10:00 AM America/Indianapolis),"4387297 UOP, CROSSFLOW UNIT FILTER TFF (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,F,No,20-Jan-25,,,,,The purpose of this operating procedure is to describe the operation and maintenance of the Sartorious TFF Cross-flow Filtration Unit used to perform the filtration of various polymers.This procedure covers all unit operations of the TFF Cross-flow Filtration unit. This procedure applies whenever the filtering system is used. This document should be utilized by qualified production personnel.,SKU-1675326,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389080 (Rev E - 29/Aug/2022 11:00 AM America/Indianapolis),"4389080 PROC, IONIC CAPACITY TEST/POROS XS (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E,No,29-Aug-22,,,,,This SOP describes the test procedure for ionic capacity test on cation exchange batches of POROS media.The test should be run on all POROS XS and POROS HS50 batches as a part of the QC test protocol to determine batch acceptability (with comparison to appropriate specification sheets).,SKU-1675328,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389177 (Rev E - 20/Jan/2025 10:00 AM America/Indianapolis),"4389177 PROC, NANA PERACETATE CHLORIDE PROC (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E,No,20-Jan-25,,,,,Procedure for NANA Peracetate Chloride formulation,SKU-1675329,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389405 (Rev D - 06/Aug/2025 07:00 PM America/Indianapolis),"4389405 UOP, F2520 POROS NUTSHE HEEL FILTER (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,D,No,6-Aug-25,,,,,The purpose of this unit operating procedure is to define the steps that must be carried out for the operation and cleaning of the POROS Nutsche Heel Filter. This filter is used in the recovery of POROS media from process vessels.The unit operating procedure applies to the use of F-2520 (POROS Nutsche Heel Filter).,SKU-1675330,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389925 (Rev C - 21/Jan/2026 07:00 PM America/Indianapolis),"4389925 SOP, O & M OF AIR HANDLING SYSTEM (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,C,No,21-Jan-26,,,,,"This document describes the procedures for the inspection and periodic maintenance of Make Up Air (MAU) Units. Applies to the fans, sheaves, motors, valves, dampers, actuators, belts, filters, controls, and associated piping.",SKU-1675331,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389928 (Rev D - 21/Jan/2026 07:00 PM America/Indianapolis),"4389928 SOP, O & M OF FRIDGES & FREEZERS (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,D,No,21-Jan-26,,,,,"This document describes the procedures for the inspection and periodic maintenance of the reach inRefrigerators and Freezers in the Facilities department, Life Technologies Bedford campus.This procedure applies to the compressors, condensers, evaporators and controls.",SKU-1675332,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389929 (Rev D - 04/Feb/2024 10:00 AM America/Indianapolis),"4389929 SOP, O & M OF DI WATER SYSTEM (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D,No,4-Feb-24,,,,,This document describes the procedures for the periodic maintenance of the RODI central water systems.Daily monitoring is done by the Facilities department.,SKU-1675333,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389932 (Rev C - 30/Nov/2023 10:00 AM America/Indianapolis),"4389932 SOP, O & M EWSS (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,C,No,30-Nov-23,,,,,This document describes the procedures for the maintenance of the eyewash stations and safety showers.,SKU-1675334,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389934 (Rev C - 21/Jan/2026 07:00 PM America/Indianapolis),"4389934 SOP, O & M OF -20C COLD ROOM (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,C,No,21-Jan-26,,,,,"This document describes the procedures for the inspection and periodic maintenance of the -20Â°C freezers located at 2 Preston Court. Applies to the compressors, condensers, evaporators, controls and associated piping in the facilities sites of Life Technologies at the Bedford campus.",SKU-1675335,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389935 (Rev D - 15/Jan/2024 10:00 AM America/Indianapolis),"4389935 SOP, O & M OF 4C COLD ROOM (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D,No,15-Jan-24,,,,,"This document describes the procedures for the inspection and periodic maintenance of the walk-in 4Â°C Cold Rooms 146, 147 &149 at 35 Wiggins Ave in Bedford MA, Rooms 15 and 26 at 2 Preston Ct in Bedford MA, Room 106 at 1455 Concord St. in Framingham MA, and Cold Rooms 169 & 171 at 220 Mill Road in Chelmsford MA.",SKU-1675336,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4389936 (Rev C - 21/Jan/2026 07:00 PM America/Indianapolis),"4389936 SOP,O & M CHILLED WATER DISTRIBUTION (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,C,No,21-Jan-26,,,,,"This document describes the procedures for the inspection and periodic maintenance of the Chilled Water Distribution System. Applies to the VFDS, motors, pumps, valves actuators, controls and associated piping.",SKU-1675337,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4391021 (Rev B - 03/Nov/2025 07:00 PM America/Indianapolis),"4391021 FORM, MA LOCATION ARC FORM (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,B,No,3-Nov-25,,,,,"Form is required for equipment additions, removals or changes. Maintenance is responsible for updating calibration data, schedule, and assigning equipment ID.",SKU-1675338,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4391493 (Rev B - 18/Dec/2024 10:00 AM America/Indianapolis),"4391493 FORM, CLEANING SOLUTION PREPARATION LOG (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,B,No,18-Dec-24,,,,,Log required when making cleaning solution dilutions as described in document 4369572,SKU-1675339,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4391494 (Rev G - 01/Nov/2024 11:00 AM America/Indianapolis),4391494 Facility Cleaning Log (PPA MA Sites),BED,REQ,,,Yes,No,8-Apr-25,G,No,1-Nov-24,,,,,Cleaning log for surface/floor cleaning with LpH and Vesphene. Refer to SOP 4369572,SKU-1675340,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4393107 (Rev E - 04/Jan/2026 07:00 PM America/Indianapolis),"4393107 PROC, 4393106 PROCESSING (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,E,No,4-Jan-26,,,,,"Batch record for 50 OH Processing 10,000 mL batch size",SKU-1675341,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4393735 (Rev H - 19/Nov/2024 10:00 AM America/Indianapolis),"4393735 PROC,4393734 PROCESSING (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,H,No,19-Nov-24,,,,,"This PPS covers the Maui Cathode Buffer Container (CBC) Assembly, Part Number 4393734, as well as the injection molding of the component parts 4393319 and 4393601.",SKU-1675342,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4393928 (Rev T - 21/Jan/2025 07:00 PM America/Indianapolis),"4393928 PROC, ABC PROCESSING (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,T,No,21-Jan-25,,,,,Batch record for ABC cup processing,SKU-1675343,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4396581 (Rev G - 14/Mar/2024 11:00 AM America/Indianapolis),"4396581 QCM, DS-32 ANALYSIS FOR HI-DI FORMAMIDE (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,G,No,14-Mar-24,,,,,Data spreadsheet,SKU-1675344,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4396820 (Rev B1 - 15/Apr/2020 11:00 AM America/Indianapolis),"4396820 UOP, BUCHI ROTOVAPOR R-220UOP, BUCHI ROTOVAPOR R-220 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,B1,No,15-Apr-20,,,,,"The purpose of this document is to define the procedure required to operate and clean the Buchi Rotavapor R-220 used during manufacturing operations. The vacuum rotary evaporator is used for efficient and gentle evaporation of solvents. The process is based on the evaporation and condensation of solvents in a rotating evaporating flask. It is used in applications such as evaporation of solvents and suspensions,This procedure covers all unit operations of the Buchi Rotary Evaporator. This procedure applies whenever the Rotary Evaporator is used. This document should be utilized by qualified production personnel.",SKU-1675345,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398029 (Rev B - 20/Jan/2025 10:00 AM America/Indianapolis),"4398029 UOP, OPERATION OF WATSON-MARLOW PUMP (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,B,No,20-Jan-25,,,,,The purpose of this document is to define the procedure required to operate and clean the Watson-Marlow peristaltic pump P-CL1-03 used during manufacturing operations.This procedure covers all unit operations of the pump P-CL1-03. This procedure applies whenever the pump is used. This document should be utilized by qualified productionpersonnel.,SKU-1675346,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398032 (Rev E1 - 22/Jun/2023 11:00 AM America/Indianapolis),"4398032 PROC,LO/TO 1.1M2 ROSENMUND NUTSCHE(V2440) (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E1,No,22-Jun-23,,,,,The purpose of this document is to detail the steps required to Lock-Out and Tag-Out (LO/TO) as per OSHA 29CFR 1910.147 the 1.1m2 Rosenmund Nutsche (V-2440) vessel for all production related processes and procedures.All trained production personnel performing any function that requires the use of LO/TO for V-2440 shall utilize this procedure.,SKU-1675347,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398111 (Rev F - 08/Jan/2026 07:00 PM America/Indianapolis),"4398111 PROC, LO/TO 1.0M2 STERI NUTSCHE (V-2430) (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,F,No,8-Jan-26,,,,,The purpose of this document is to detail the steps required to Lock-Out and Tag-Out(LO/TO) as per OSHA 29CFR 1910.147 the 1.0 m2 Steri Nutsche (V-2430)vessel for all production related processes and procedures.All trained production personnel performing any function that requires the use of LO/TO for V-2430 shall utilize this procedure.,SKU-1675348,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398288 (Rev G - 15/Jul/2024 11:00 AM America/Indianapolis),"4398288 PROC, 1.1M2 ROSENMUND NUTSCHE V-2460 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,G,No,15-Jul-24,,,,,UOP for V-2460,SKU-1675349,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398289 (Rev H - 15/Jul/2024 11:00 AM America/Indianapolis),"4398289 PROC, 1.1M2 ROSENMUND NUTSCHE V-2470 (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,H,No,15-Jul-24,,,,,UOP for V-2470,SKU-1675350,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398565 (Rev C - 21/Jan/2026 07:00 PM America/Indianapolis),4398565 SOP. O & M OF FUME HOODS (PPA MA Sites),BED,REQ,,,Yes,No,7-Apr-25,C,No,21-Jan-26,,,,,"This document describes the procedure for the inspection and periodic maintenance of the 4-foot, 6-foot and 8-foot AccuAir SterilGru  Mott Manufacturing fume hoods.Applies to the 4-foot, 6-foot and 8-foot AccurAir hoods, Mott Manufacturing fume hood installed in the labs at Life Technologies on the Bedford campus.",SKU-1675351,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398568 (Rev D - 21/Jan/2026 07:00 PM America/Indianapolis),"4398568 SOP, O & M OF AIR COMPRESSORS (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,D,No,21-Jan-26,,,,,This document describes the procedures for the inspection and periodic maintenance of the air compressors located at the Bedford campus.,SKU-1675352,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398593 (Rev E - 19/Nov/2024 10:00 AM America/Indianapolis),"4398593 FORM,100G GLASS LINED REACTOR CLEAN SHT (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,E,No,19-Nov-24,,,,,Refer to UOP 4376771 (100gal Glass Lined Reactor Operation and Cleaning) for a detailed description of each step.,SKU-1675353,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398595 (Rev K - 13/Apr/2025 07:00 PM America/Indianapolis),"4398595 FORM,0.5M2 STAINLESS STEEL NUTSCHE SHT (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,K,No,13-Apr-25,,,,,Cleaning sheet for V-1450,SKU-1675354,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4398709 (Rev D - 23/Oct/2024 11:00 AM America/Indianapolis),"4398709 FORM,  POROS HS AMPSA CONCENTRATION (PPA MA Sites)",BED,REQ,,,Yes,No,8-Apr-25,D,No,23-Oct-24,,,,,Calculation worksheet to determine HS Ampsa concentration by RI,SKU-1675355,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4399009 (Rev H - 16/Dec/2025 07:00 PM America/Indianapolis),"4399009 PROC, FRONTAL PROTEIN CAPACITY/POROS XS (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,H,No,11-Dec-25,,,,,"This SOP describes the batch test procedure for frontal protein loading capacity on POROS XS, a strong cation exchanger.The test should be run on all POROS XS batches as a part of the QC test protocol to determine batch acceptability (with comparison to appropriate specification sheets).",SKU-1675356,Y,,No,Days,28,Event,,,,,
DOC LSG-BED-4399832 (Rev C - 22/Jun/2025 07:00 PM America/Indianapolis),"4399832 PROC, FG CUSTOMER MANUAL ORDER PROC (PPA MA Sites)",BED,REQ,,,Yes,No,7-Apr-25,C,No,22-Jun-25,,,,,To describe the procedure for FG Customer Order Manual Processing Procedure.This procedure applies to all Life Sciences Solutions Finish Good materials shipped by ThermoFisher Scientific Distribution Centers.,SKU-1675357,Y,,No,Days,28,Event,,,,,
